WEEKDAY_APPR_PROCESS_START_SUNDAY_y,BUREAU_AMT_CREDIT_SUM_DEBT_MEAN,CODE_REJECT_REASON_HC,BUREAU_DAYS_CREDIT_ENDDATE_MIN,AMT_GOODS_PRICE,TOTALAREA_MODE,NAME_SELLER_INDUSTRY_XNA,PREVAPP_CNT_PAYMENT_MEAN,BUREAU_DAYS_CREDIT_MIN,PREVAPP_DAYS_FIRST_DUE_MEAN,SK_ID_CURR,NAME_YIELD_GROUP_middle,PREVAPP_AMT_APPLICATION_MEAN,BUREAU_DAYS_CREDIT_UPDATE_MEAN,OBS_60_CNT_SOCIAL_CIRCLE,NAME_CONTRACT_STATUS_Canceled_x,PREVAPP_AMT_ANNUITY_SUM,WEEKDAY_APPR_PROCESS_START_THURSDAY_y,POS_SK_DPD_DEF_SUM,PREVAPP_DAYS_FIRST_DRAWING_MEAN,CREDIT_TYPE_Credit card,NAME_CONTRACT_STATUS_Active_x,BUREAU_DAYS_CREDIT_MEAN,BUREAU_AMT_CREDIT_SUM_DEBT_MAX,BUREAU_DAYS_CREDIT_UPDATE_MAX,COMMONAREA_AVG,POS_SK_ID_PREV_MEAN,PREVAPP_AMT_APPLICATION_MAX,NAME_PORTFOLIO_Cards,NAME_CONTRACT_STATUS_Completed_x,PREVAPP_DAYS_LAST_DUE_1ST_VERSION_MEAN,BUREAU_DAYS_CREDIT_MAX,NAME_CLIENT_TYPE_New,AMT_ANNUITY,PREVAPP_DAYS_TERMINATION_MAX,POS_CNT_INSTALMENT_FUTURE_SUM,FLOORSMAX_AVG,PREVAPP_AMT_CREDIT_SUM,BUREAU_AMT_CREDIT_SUM_LIMIT_SUM,PREVAPP_DAYS_DECISION_MEAN,NAME_CONTRACT_TYPE_Cash loans,NAME_CLIENT_TYPE_Repeater,CODE_REJECT_REASON_XAP,POS_SK_ID_PREV_MAX,BUREAU_DAYS_ENDDATE_FACT_MEAN,APARTMENTS_AVG,NAME_PRODUCT_TYPE_x-sell,BUREAU_AMT_CREDIT_SUM_MEAN,AMT_INCOME_TOTAL,BUREAU_DAYS_ENDDATE_FACT_MIN,NAME_GOODS_CATEGORY_Consumer Electronics,CNT_CHILDREN,BASEMENTAREA_AVG,DAYS_ID_PUBLISH,PREVAPP_CNT_PAYMENT_MAX,NAME_PAYMENT_TYPE_XNA,NAME_PORTFOLIO_POS,BUREAU_AMT_CREDIT_MAX_OVERDUE_SUM,BUREAU_DAYS_CREDIT_ENDDATE_MAX,DAYS_REGISTRATION,DAYS_LAST_PHONE_CHANGE,PREVAPP_AMT_DOWN_PAYMENT_MAX,NAME_YIELD_GROUP_low_normal,BUREAU_SK_ID_BUREAU_MAX,LIVINGAPARTMENTS_AVG,NAME_GOODS_CATEGORY_XNA,LIVINGAREA_AVG,NAME_SELLER_INDUSTRY_Consumer electronics,BUREAU_AMT_CREDIT_SUM_MAX,NAME_PORTFOLIO_Cash,WEEKDAY_APPR_PROCESS_START_WEDNESDAY_y,NAME_GOODS_CATEGORY_Computers,CNT_FAM_MEMBERS,PREVAPP_AMT_APPLICATION_SUM,PRODUCT_COMBINATION_Cash,NONLIVINGAREA_AVG,AGE,POS_SK_DPD_MEAN,NAME_CONTRACT_STATUS_Signed_x,PREVAPP_AMT_DOWN_PAYMENT_MEAN,PRODUCT_COMBINATION_POS mobile with interest,CHANNEL_TYPE_AP+ (Cash loan),POS_MONTHS_BALANCE_SUM,POS_SK_DPD_MAX,NAME_TYPE_SUITE_Unaccompanied_y,NAME_PRODUCT_TYPE_XNA,BUREAU_AMT_CREDIT_SUM_DEBT_SUM,POS_CNT_INSTALMENT_MEAN,PREVAPP_AMT_ANNUITY_MEAN,WEEKDAY_APPR_PROCESS_START_SATURDAY_y,NAME_GOODS_CATEGORY_Audio/Video,CODE_REJECT_REASON_LIMIT,OBS_30_CNT_SOCIAL_CIRCLE,WEEKDAY_APPR_PROCESS_START_FRIDAY,AMT_CREDIT,BUREAU_AMT_CREDIT_SUM_LIMIT_MEAN,EXT_SOURCE_3,EXT_SOURCE_1,POS_CNT_INSTALMENT_MAX,CODE_REJECT_REASON_SCOFR,POS_SK_DPD_SUM,PREVAPP_DAYS_FIRST_DUE_MAX,POS_SK_DPD_DEF_MAX,HOUR_APPR_PROCESS_START,POS_CNT_INSTALMENT_SUM,PREVAPP_DAYS_DECISION_MAX,REGION_POPULATION_RELATIVE,PREVAPP_SELLERPLACE_AREA_MAX,BUREAU_SK_ID_BUREAU_MEAN,BUREAU_SK_ID_BUREAU_MIN,LANDAREA_AVG,PREVAPP_SELLERPLACE_AREA_MEAN,BUREAU_DAYS_CREDIT_ENDDATE_MEAN,PREVAPP_AMT_GOODS_PRICE_MAX,NAME_CONTRACT_TYPE_Revolving loans,DEF_30_CNT_SOCIAL_CIRCLE,PREVAPP_SK_ID_PREV_MAX,NAME_CONTRACT_STATUS_Refused_x,WEEKDAY_APPR_PROCESS_START_MONDAY_y,BUREAU_DAYS_ENDDATE_FACT_MAX,NAME_YIELD_GROUP_high,PREVAPP_AMT_GOODS_PRICE_MEAN,PREVAPP_AMT_ANNUITY_MAX,CHANNEL_TYPE_Credit and cash offices,CREDIT_TYPE_Consumer credit,PREVAPP_DAYS_LAST_DUE_1ST_VERSION_MAX,OWN_CAR_AGE,NAME_PAYMENT_TYPE_Cash through the bank,CHANNEL_TYPE_Stone,DAYS_BIRTH,PREVAPP_AMT_CREDIT_MAX,CREDIT_ACTIVE_Closed,POS_CNT_INSTALMENT_FUTURE_MAX,POS_SK_DPD_DEF_MEAN,COMMONAREA_MODE,NAME_CONTRACT_STATUS_Approved_x,AMT_REQ_CREDIT_BUREAU_YEAR,BUREAU_AMT_CREDIT_MAX_OVERDUE_MAX,PREVAPP_SK_ID_PREV_MEAN,PREVAPP_DAYS_LAST_DUE_MAX,WEEKDAY_APPR_PROCESS_START_TUESDAY_y,NAME_CONTRACT_TYPE_Consumer loans,EXT_SOURCE_2,PREVAPP_DAYS_TERMINATION_MEAN,PREVAPP_AMT_GOODS_PRICE_SUM,PREVAPP_RATE_DOWN_PAYMENT_MAX,BUREAU_DAYS_CREDIT_UPDATE_MIN,CHANNEL_TYPE_Regional / Local,CHANNEL_TYPE_Country-wide,NAME_PORTFOLIO_XNA,FLOORSMIN_AVG,BUREAU_AMT_CREDIT_SUM_LIMIT_MAX,NAME_GOODS_CATEGORY_Mobile,PREVAPP_AMT_CREDIT_MEAN,NAME_SELLER_INDUSTRY_Connectivity,ENTRANCES_AVG,PREVAPP_NFLAG_INSURED_ON_APPROVAL_MEAN,PREVAPP_DAYS_LAST_DUE_MEAN,YEARS_BUILD_AVG,DAYS_EMPLOYED,NAME_PRODUCT_TYPE_walk-in,PREVAPP_HOUR_APPR_PROCESS_START_MEAN,PREVAPP_RATE_DOWN_PAYMENT_MEAN,CREDIT_ACTIVE_Active,PREVAPP_HOUR_APPR_PROCESS_START_MAX,POS_MONTHS_BALANCE_MAX,NAME_YIELD_GROUP_XNA,NAME_TYPE_SUITE_Family_y,BUREAU_AMT_CREDIT_SUM_SUM,PREVAPP_AMT_DOWN_PAYMENT_SUM,POS_CNT_INSTALMENT_FUTURE_MEAN,BUREAU_AMT_CREDIT_MAX_OVERDUE_MEAN,COMMONAREA_MEDI,YEARS_BEGINEXPLUATATION_AVG,POS_MONTHS_BALANCE_MEAN
0,84768,1,-2226,442983,0.0147,1,14,-669,-635,369194,0,280218,-1163,13,0,56965,0,15,-247,1,1,-1238,256391,-1700,0.8108,2949542,171527,0,1,-2492,-1708,0,16647,-1741,30,0.1017,1787976,103912,-2743,0,1,0,1814433,-1377,0.4093,1,64321,238488,-2514,1,1.7581,0.2809,-632,11,0,1,85431,-434,-24997,-592,23663,0,2927119,0.131,0,0.4181,0,380440,0,0,1,1.4766,34449,0,0.1963,39,4.8789,1,22600,1,1,-2227,4,1,0,1833331,18,16741,0,1,0,12,1,474388,107653,0.4634,0.1834,47,1,81,-451,8,10,7,-1219,0.044,472,1527183,1959793,0.1394,79,-352,98860,0,18,1193414,1,0,-2713,0,314473,14099,1,0,-1807,2,1,0,-12590,94842,1,37,2.0558,0.6219,1,4.5823,4227,2725562,-632,1,0,0.7467,-600,237024,0.6047,-1139,0,0,1,0.8039,123369,0,278085,1,0.8555,0.8976,-2538,0.087,-4664,0,18,0.4922,0,20,-5,0,1,730380,108395,1,281,0.4867,0.2128,-18
1,65972,0,-257,441099,0.6324,0,26,-1656,-137,335735,0,187042,-72,0,1,26938,1,82,-1442,1,0,-2800,2350,-788,0.3988,1799157,206424,1,0,-2106,-1507,1,15907,-1839,16,0.8274,1523224,288207,-415,1,0,0,2936490,-427,0.6835,1,166529,168527,-2971,0,0.0484,0.7025,-5108,4,1,0,81408,-1698,-6554,-823,41557,0,1201540,0.6343,1,0.8294,0,111252,1,1,0,4.8452,1903022,1,0.2088,47,4.4433,0,26430,0,0,-3393,3,0,1,1551197,7,13112,0,1,0,8,0,426155,71303,0.6482,0.1806,34,1,66,-2686,6,13,26,-2165,0.0451,394,1124891,2588985,0.9678,470,-34,113182,1,3,2816159,0,1,-42,1,4119,11148,0,1,-953,10,0,1,-20129,228175,1,27,4.6366,0.5872,1,4.9949,10307,1180078,-942,1,1,0.5864,-1288,1162398,0.4175,-2872,0,1,1,0.5023,79251,0,24364,1,0.1043,0.3013,-2123,0.1793,-14254,0,19,0.5178,1,13,-103,1,1,1779836,172336,18,4473,0.8514,0.0557,-44
0,201373,1,-2957,444787,0.9295,1,13,-601,-2068,453112,0,68785,-909,4,0,11487,0,25,-1894,1,1,-2776,380739,-288,0.0434,1678312,3066,0,1,-2298,-2889,0,16793,-1318,73,0.2254,237256,29176,-2311,0,1,0,1753188,-1443,0.9494,0,26382,249705,-1406,0,2.5583,0.9198,-4813,11,1,0,170631,-2912,-3040,-2506,23360,1,1410354,0.9497,1,0.9592,0,278880,1,0,0,3.4366,1899850,0,0.2233,32,3.7792,0,36420,1,0,-4481,1,0,0,1286242,19,12354,0,1,1,11,1,471477,73551,0.6324,0.1823,5,0,47,-2197,9,17,22,-263,0.0205,278,2905600,1785621,0.9368,257,-2499,384171,1,10,2989455,1,1,-1230,0,145799,18143,0,1,-782,2,1,1,-20643,119794,0,48,2.9556,0.2034,1,2.5763,14692,2821100,-2220,1,0,0.8149,-530,1672545,0.1339,-2337,0,0,1,0.508,209147,1,216502,0,0.1287,0.7,-1961,0.5891,-24822,0,8,0.925,0,11,-13,1,0,1411954,17956,9,8441,0.5216,0.203,-28
0,79179,0,-1878,438640,0.6968,1,7,-1399,-94,641452,1,128607,-1325,12,0,40525,0,8,-1934,1,1,-1071,43019,-927,0.2658,1623324,312995,1,0,-2949,-636,0,16627,-1939,43,0.1885,1462690,400592,-1003,0,1,0,2520411,-2533,0.636,0,180568,203853,-960,1,2.5894,0.6059,-4796,29,0,1,144959,-2044,-5190,-2286,75692,0,2886608,0.5676,0,0.2326,0,379513,1,1,1,2.284,738674,0,0.3024,58,1.626,1,13738,1,0,-1572,8,1,1,1760440,13,19963,0,1,0,19,0,476012,22186,0.5336,0.0878,42,1,94,-725,5,11,4,-2757,0.0314,377,1461987,2560324,0.1912,106,-1569,546870,1,2,1138843,1,0,-300,1,398600,1216,0,0,-2898,0,0,0,-19518,450596,0,8,1.6811,0.4009,1,2.8577,37300,1680645,-838,0,0,0.5893,-1784,1979689,0.0467,-714,1,1,0,0.3748,105241,0,84698,0,0.3248,0.3277,-1399,0.5546,-27795,1,20,0.5731,0,6,-26,0,1,509412,54573,3,3348,0.6527,0.1127,-30
1,1640,0,-1832,438240,0.6891,1,19,-39,-2929,445063,1,283485,-2314,9,1,82370,1,81,-1080,1,1,-721,272840,-1265,0.4739,2944612,88428,0,0,-930,-319,0,15599,-2118,81,0.2903,1007440,236645,-247,1,0,0,1763950,-2031,0.382,1,138341,180775,-82,1,2.1416,0.6683,-4255,19,0,0,43572,-1831,-12668,-213,59830,1,2877453,0.4779,1,0.4789,1,518216,0,0,0,3.4876,1504423,1,0.6171,25,0.9559,1,23305,1,1,-4255,3,1,0,1274932,9,19095,0,1,0,11,0,447151,116131,0.6514,0.1802,16,1,5,-2940,3,13,36,-1875,0.0269,307,2812471,1591718,0.2234,297,-437,318968,1,2,2264792,0,0,-1936,1,56738,2022,0,1,-1907,13,1,0,-12844,554556,0,3,4.6273,0.511,1,2.6446,23759,1645906,-126,0,1,0.8404,-985,835983,0.0547,-1163,0,1,1,0.6325,35239,0,51470,0,0.6882,0.523,-800,0.6724,-22213,1,21,0.8707,1,13,-5,0,0,1201741,194547,3,1045,0.4778,0.2275,-26
0,153158,0,-2963,422352,0.3413,1,2,-2524,-1321,600268,0,186429,-756,3,0,32553,0,89,-2830,1,0,-2573,365269,-1795,0.3308,2054833,236519,1,1,-2193,-1252,1,15690,-279,84,0.4179,47925,129587,-2956,0,1,0,1809705,-157,0.4201,0,95925,161830,-591,0,1.825,0.5426,-3656,42,0,1,66817,-2770,-14262,-2768,22083,0,1359675,0.4589,0,0.3056,1,272046,0,0,0,2.0626,489356,0,0.073,27,3.0068,0,17118,0,1,-1047,0,0,1,1337935,14,15377,0,1,1,18,0,434052,166895,0.734,0.1303,27,1,66,-1836,8,16,62,-279,0.0364,249,2952867,2254692,0.9006,416,-1977,571721,0,16,2860236,0,1,-280,0,199654,11110,0,1,-2751,3,0,0,-23699,426167,1,40,4.2449,0.6468,0,3.4837,30929,1646218,-1366,0,0,0.8193,-1809,1696129,0.1611,-2324,0,0,1,0.6155,281265,0,62102,1,0.3954,0.4542,-604,0.5123,-8598,1,15,0.804,1,4,-28,0,1,1140161,106315,4,8335,0.164,0.89,-28
0,91874,1,-2884,407412,0.528,1,8,-2132,-1712,535921,1,121320,-2175,16,0,89234,0,56,-552,1,1,-136,38181,-2400,0.2569,2289637,115066,1,1,-1102,-1602,0,15161,-1301,68,0.0511,951118,818696,-2860,1,1,1,1551888,-1946,0.826,1,39284,191855,-1493,0,0.8363,0.9268,-7117,12,1,0,52202,-1606,-8925,-1576,34292,1,1122814,0.969,1,0.9741,1,73563,0,1,1,4.1588,386299,1,0.9633,45,4.6099,0,40426,1,1,-1668,6,1,0,987882,10,8826,0,0,0,6,1,472476,110293,0.7316,0.1069,49,0,21,-2251,5,12,99,-2692,0.0427,442,2687113,2396688,0.5943,165,-846,270549,1,4,1572029,1,0,-1123,1,337583,8357,1,1,-1333,10,0,0,-14031,338210,1,8,2.5303,0.4557,0,4.4247,41685,1571241,-941,0,1,0.7964,-435,380354,0.7464,-1904,1,0,1,0.7954,102299,1,251369,0,0.9384,0.1803,-411,0.2881,-23230,1,6,0.7064,0,7,-5,1,1,63450,115772,18,7552,0.5039,0.0402,-14
0,55104,1,-2812,418803,0.3216,0,24,-1535,-1104,310354,0,173167,-2745,1,1,59099,0,68,-1243,1,0,-1216,297134,-1693,0.6945,2283354,14290,0,0,-658,-937,1,16915,-2202,77,0.1888,1915161,445208,-405,1,0,0,2997965,-2124,0.4468,1,97397,179808,-2219,1,0.8208,0.104,-4013,36,0,0,9407,-1293,-3492,-2099,84829,1,1343687,0.1116,0,0.1761,0,1952,1,0,0,2.3926,1774813,0,0.5072,33,1.4019,1,38510,1,0,-622,6,0,0,1271866,15,18008,0,0,1,18,0,462816,29524,0.6676,0.1383,41,1,48,-1775,3,16,93,-1723,0.0405,250,2630282,1906637,0.7917,378,-1857,115767,0,9,1843777,0,1,-2366,0,42947,10641,0,0,-604,9,1,0,-14765,33146,1,47,4.7535,0.3282,1,4.8326,49974,1206308,-2695,1,0,0.5234,-1124,1796844,0.3663,-890,1,0,0,0.403,136318,0,132428,1,0.7953,0.5447,-2544,0.5277,-27383,0,12,0.3029,1,9,-105,0,0,1544674,73644,15,5911,0.8034,0.9191,-5
0,31805,1,-1116,393332,0.2923,1,1,-750,-2844,181853,0,173150,-2426,2,0,98838,0,22,-1138,1,0,-438,292608,-1000,0.9102,1102923,431428,1,0,-735,-2350,1,15388,-216,59,0.7717,1530320,419136,-2180,0,0,1,2649838,-2617,0.554,1,247328,201650,-914,1,0.668,0.958,-6020,34,1,0,685,-2664,-7765,-1902,77657,1,2264948,0.6005,0,0.7322,1,354599,1,1,0,3.4764,1211998,1,0.7248,38,3.75,1,34013,1,0,-767,8,1,1,641983,6,1246,0,0,1,13,1,450405,36870,0.4475,0.0727,39,1,25,-1411,5,9,3,-39,0.0214,420,2389096,1789166,0.9858,448,-611,392491,1,10,1315582,0,0,-882,1,42987,2567,1,0,-1816,13,1,0,-16559,599293,0,11,2.5368,0.2864,1,4.753,26544,1045584,-1010,1,0,0.556,-1912,1713321,0.6214,-2343,0,0,1,0.5299,158852,0,226372,1,0.3849,0.3858,-1424,0.3006,-12492,0,16,0.3018,0,11,-64,0,0,1056849,149333,9,3314,0.1552,0.3907,-10
0,274918,0,-221,400543,0.6917,1,18,-1229,-629,366128,1,34831,-2411,12,1,47756,0,93,-1925,1,1,-1349,27639,-1984,0.0955,2366652,119417,1,1,-945,-86,0,15666,-536,64,0.3938,189572,86611,-1443,1,0,0,1359866,-2315,0.9691,1,275288,172180,-2200,1,0.0696,0.4106,-6715,14,0,0,133826,-581,-22142,-1514,13630,0,1968969,0.6266,1,0.3462,1,126032,0,0,1,1.109,1946839,0,0.7257,51,2.7126,1,36458,0,1,-3540,5,0,1,701467,10,1572,1,0,0,9,0,435928,79396,0.7973,0.1003,4,0,49,-150,6,14,56,-2530,0.0243,374,2509755,2854861,0.944,253,-31,441393,1,18,1086302,1,0,-2757,0,178820,11087,0,1,-225,9,0,0,-12212,59100,1,44,1.541,0.3422,1,2.1144,24754,2104028,-86,1,1,0.7906,-1327,439076,0.0127,-2964,1,0,0,0.3545,278936,1,81981,0,0.0781,0.0136,-612,0.4153,-9989,0,20,0.1209,1,21,-58,1,0,982027,7839,5,9079,0.2323,0.5627,-24
0,12034,1,-2826,424086,0.5396,0,22,-2677,-2302,111187,1,267443,-1788,14,0,8314,0,96,-350,0,1,-1821,49018,-2459,0.9721,1225291,82550,1,1,-1955,-2897,0,15347,-80,53,0.44,1261403,898611,-1195,1,1,0,1942231,-2241,0.53,1,143546,229544,-1372,0,2.9222,0.6486,-874,20,0,1,78973,-2017,-22734,-1242,60398,0,2718123,0.9011,1,0.9557,1,102946,0,0,0,3.6696,1145951,1,0.2462,46,1.3221,1,25902,0,1,-4621,8,1,0,151012,11,382,0,1,1,3,0,427170,120989,0.7758,0.2022,28,1,13,-1407,0,11,99,-2092,0.0491,347,1667011,2620872,0.7522,409,-2884,237441,0,4,1969800,0,1,-150,0,64257,14725,1,0,-2200,8,1,1,-21478,325952,0,37,0.3651,0.0311,1,3.9265,20276,2493893,-2644,0,0,0.6194,-2745,569045,0.1386,-1794,0,1,0,0.4292,119570,0,133992,0,0.4507,0.0028,-1371,0.2484,-27115,0,6,0.2128,0,7,-16,1,1,968119,101981,5,9838,0.7621,0.3388,-5
1,291188,1,-682,408436,0.9076,1,15,-2958,-979,489591,0,91376,-2551,2,1,65810,0,37,-870,1,0,-694,319551,-1266,0.0053,1166629,317893,0,1,-2783,-1411,0,16823,-918,51,0.1742,852952,152434,-2680,1,1,0,2722501,-579,0.3374,1,191336,211635,-1812,1,2.1311,0.6729,-2985,10,1,1,14006,-255,-15901,-1841,60967,1,2555008,0.36,0,0.4039,1,156780,0,1,1,4.7324,1996662,0,0.5055,49,3.7075,0,24579,0,0,-2773,2,1,1,1061347,5,2084,1,1,0,2,1,428053,9465,0.4596,0.1175,33,0,73,-226,2,9,1,-382,0.0374,190,2436309,2694915,0.8622,309,-1815,253241,0,13,2117686,0,0,-1736,1,159587,6665,1,0,-2123,5,0,0,-21161,159934,0,31,2.7997,0.7242,0,3.6929,3700,2464593,-2147,0,0,0.5465,-1461,320407,0.5071,-1652,0,0,1,0.4746,210994,0,79400,1,0.1293,0.6993,-41,0.0543,-13315,1,3,0.9519,0,4,-88,1,1,5248,72724,16,5865,0.0496,0.1064,-4
0,237695,0,-1240,445617,0.7088,1,18,-2542,-2148,174819,0,32828,-959,13,1,16691,1,96,-1587,1,1,-111,275856,-2243,0.073,1006285,390760,0,0,-1471,-1713,1,15401,-103,90,0.9173,1880202,862957,-2969,1,1,0,1572718,-1631,0.7767,1,96862,201005,-59,0,0.2513,0.4928,-93,8,1,1,103570,-1311,-9682,-689,41618,0,1209658,0.9927,0,0.4559,1,420171,1,0,1,3.0631,289003,1,0.2261,58,0.7367,1,11490,1,1,-4374,1,1,0,67858,4,13732,0,0,1,6,1,425203,62757,0.6869,0.24,9,0,10,-566,7,17,46,-390,0.0388,116,1309440,1709240,0.7182,217,-2936,381417,0,0,2048252,0,1,-1389,0,70498,18328,0,1,-1782,5,1,0,-15543,514346,1,3,0.0951,0.8432,1,1.5922,47990,2105889,-1459,1,1,0.629,-259,976298,0.4955,-778,0,0,0,0.1723,289464,1,39006,1,0.6381,0.3448,-387,0.8329,-10594,1,8,0.8795,0,0,-21,0,1,1235073,55148,16,261,0.6556,0.5919,-1
1,13369,1,-2325,426487,0.9911,1,22,-145,-1113,139402,1,194186,-2342,14,0,56592,1,52,-867,0,1,-960,63578,-1298,0.0572,1740257,479802,0,0,-1604,-1465,0,15523,-608,91,0.6209,231848,129759,-2833,1,0,0,1796659,-436,0.0845,0,176038,192208,-1256,1,0.7792,0.551,-3499,14,0,1,63693,-2420,-6907,-2790,25777,0,1161335,0.2091,0,0.3495,1,233697,1,0,1,2.5834,982826,0,0.4586,29,1.4501,1,42155,0,1,-2675,7,0,1,382571,0,2795,0,1,1,12,1,479274,46106,0.6055,0.0708,2,0,27,-2096,6,8,92,-1719,0.0309,91,2588259,2319820,0.916,52,-1136,309619,0,5,2641563,0,0,-2515,1,352966,16230,0,0,-1550,16,1,1,-18317,321168,1,20,1.1119,0.6212,0,0.8574,24,1141603,-435,0,0,0.803,-1603,1267920,0.7276,-2307,1,0,0,0.2979,161655,0,158785,1,0.3721,0.1282,-2942,0.0451,-14656,0,16,0.3665,1,1,-77,1,1,279011,158453,4,3102,0.6401,0.3283,-5
1,2088,0,-1961,446086,0.6526,0,19,-1517,-2453,231601,1,178616,-2401,7,0,30902,0,87,-238,0,1,-1510,20132,-214,0.0591,1772278,9474,1,1,-1935,-1024,1,15721,-2121,40,0.7157,1804596,125089,-143,0,1,0,1236757,-2490,0.1883,0,194476,218774,-1046,1,1.5814,0.3364,-5388,48,1,1,106546,-1523,-5124,-335,40228,0,2656406,0.2106,0,0.4937,1,20257,0,0,0,1.4333,1494067,1,0.1769,40,4.7635,1,36533,0,1,-2576,1,1,1,953768,2,4339,1,1,0,19,0,423677,141283,0.4647,0.2018,38,1,24,-1162,3,13,21,-408,0.0372,380,1794400,1139187,0.0784,420,-2343,143588,0,13,2665820,1,0,-1381,1,335240,8854,1,1,-2770,18,0,0,-18168,212005,1,43,0.72,0.1074,0,1.1664,46012,2289199,-374,0,0,0.5158,-2497,1370178,0.9589,-1813,1,1,1,0.1831,266877,1,137391,0,0.8772,0.3674,-1891,0.2585,-24160,1,14,0.4734,1,11,-102,0,0,464843,41234,16,4755,0.7499,0.7198,0
1,246246,0,-712,403002,0.2687,1,7,-1704,-1985,175409,0,250507,-2652,13,0,59912,1,94,-2650,1,1,-2902,425651,-1575,0.8984,1538554,278106,1,1,-2901,-2310,1,16151,-757,25,0.4881,1502733,844743,-2550,1,1,1,2992621,-22,0.4376,1,60092,217248,-2562,0,0.8873,0.0768,-833,3,1,0,193022,-1742,-9216,-929,81021,1,2861155,0.6099,1,0.4222,1,9757,1,1,0,2.8579,1100838,0,0.1287,31,3.3253,0,12151,1,0,-2873,8,1,1,119974,14,12376,1,0,1,1,1,436617,28644,0.6568,0.2247,35,1,68,-952,1,9,21,-531,0.021,333,2858861,1711337,0.1089,284,-2109,320322,1,9,2628745,0,1,-2683,0,11763,13855,1,1,-2997,3,0,0,-24852,279777,0,4,4.4681,0.7121,0,0.7986,2507,2330477,-325,0,0,0.8281,-1945,1145010,0.3712,-2943,0,0,0,0.9438,118060,1,37014,1,0.863,0.8496,-336,0.1632,-25231,0,22,0.3019,0,2,-86,1,0,764541,74128,0,978,0.3768,0.8759,-25
1,235564,0,-1107,395305,0.1128,1,26,-23,-2329,201397,0,101049,-431,2,0,32892,1,71,-1092,1,0,-1669,27102,-1920,0.1427,1868773,27378,0,1,-2485,-1878,0,16245,-2929,67,0.8682,636839,66393,-2842,0,1,0,2156951,-2244,0.4393,0,271209,166167,-226,0,1.493,0.9827,-5508,4,1,1,107458,-1349,-18322,-1004,91898,0,2337827,0.603,0,0.4024,0,311247,0,0,0,1.5061,951881,0,0.2069,32,4.0777,0,49998,0,0,-3103,9,0,0,710628,16,8330,1,1,0,14,1,471852,21436,0.6703,0.1818,46,0,85,-311,9,12,17,-482,0.0364,354,2317541,1178391,0.9333,195,-1144,56157,1,0,1224075,0,0,-1144,0,135588,8330,0,1,-1712,4,0,0,-12074,434314,0,18,3.1372,0.9321,0,3.7763,26859,1342118,-531,0,1,0.5926,-1617,1173590,0.1146,-931,1,0,0,0.1469,18370,1,241644,0,0.4166,0.4405,-2050,0.6512,-25403,1,22,0.3154,0,16,-102,0,0,140701,39213,5,6512,0.4373,0.3208,-4
1,107393,0,-226,407604,0.1022,0,16,-1053,-1967,364640,1,150837,-1103,4,1,58700,1,5,-2556,0,0,-957,418997,-151,0.3555,2734452,437139,1,1,-2899,-1765,1,16647,-595,41,0.7631,1880066,78866,-320,1,0,0,2546596,-2111,0.0043,1,137738,186966,-955,0,2.7015,0.0254,-1950,24,0,0,194742,-2497,-10431,-474,94506,1,2086039,0.7853,1,0.5394,1,204670,1,0,0,3.543,899898,0,0.8567,34,0.5801,1,12867,1,0,-1709,2,1,1,576842,17,11785,1,0,1,11,1,434638,197113,0.6247,0.0673,37,1,24,-500,5,9,37,-2105,0.026,17,2696399,2399060,0.8011,19,-2962,86745,0,2,2838848,1,0,-683,1,234013,6975,1,1,-857,13,1,0,-23438,324628,0,27,2.1912,0.8719,0,4.839,37327,2843654,-785,0,0,0.8128,-454,1976745,0.3949,-1359,1,0,1,0.8575,19931,0,260294,0,0.6055,0.0098,-149,0.7418,-22976,0,15,0.9503,0,16,-32,0,1,67805,49910,1,3975,0.4227,0.5394,-3
1,44497,1,-167,390432,0.1535,1,15,-1006,-2359,570218,0,87662,-1131,2,0,94532,0,99,-1663,1,0,-51,87641,-2118,0.3834,2717072,136322,1,1,-2685,-253,1,16650,-372,82,0.0117,1202979,439965,-2307,0,0,0,2262388,-722,0.7277,1,59519,156510,-519,0,2.6554,0.1487,-7935,50,0,0,118319,-482,-14833,-1660,58760,1,1056771,0.9645,1,0.5201,1,576896,1,1,0,2.5005,908824,1,0.4188,41,4.7423,0,37773,1,0,-3424,7,0,1,1423716,4,2307,0,0,1,17,0,448595,153623,0.5398,0.0687,47,1,93,-1429,8,12,0,-50,0.0403,418,2371520,1890501,0.3592,307,-2369,397927,0,7,2830954,0,1,-1584,1,224232,2151,0,0,-2452,14,0,1,-17324,555458,0,20,4.6359,0.6748,1,0.3511,29942,1699865,-2563,0,0,0.6653,-318,1598879,0.3821,-36,1,1,1,0.7492,210411,0,89409,1,0.1893,0.2228,-304,0.1815,-2895,1,1,0.4272,0,20,-108,1,0,218188,119506,19,4303,0.152,0.3569,-42
